Category,Kmer,Sample,Program,Score,Reads
Missing,KmerA,DM4,Trinity,3.7,"29,221,598"
Missing,KmerA,DM5,Trinity,2.7,"46,936,912"
Missing,KmerB,MM1,Trinity,1,"21,173,335"
Missing,KmerB,MM2,Trinity,0.9,"22,731,971"
Missing,KmerB,MM3,Trinity,1.3,"68,712,046"
Missing,KmerB,MM4,Trinity,1.2,"59,012,049"
Missing,KmerB,MM5,Trinity,0.9,"21,930,527"
Missing,KmerB,CE1,Trinity,11.6,"20,345,696"
Missing,KmerB,CE2,Trinity,11.5,"19,948,493"
Missing,KmerB,CE3,Trinity,11.5,"21,276,093"
Missing,KmerB,CE4,Trinity,11.8,"23,993,704"
Missing,KmerB,CE5,Trinity,11.9,"25,110,365"
Missing,KmerB,CE6,Trinity,11.8,"22,967,010"
Missing,KmerB,DM1,Trinity,13,"8,276,228"
Missing,KmerB,DM2,Trinity,2,"47,552,414"
Missing,KmerB,DM3,Trinity,2.1,"45,807,064"
Missing,KmerB,DM4,Trinity,3.7,"29,221,598"
Missing,KmerB,DM5,Trinity,2.8,"46,936,912"
Missing,KmerC,MM1,Trinity,1,"21,173,335"
Missing,KmerC,MM2,Trinity,0.9,"22,731,971"
Missing,KmerC,MM3,Trinity,1.3,"68,712,046"
Missing,KmerC,MM4,Trinity,1.2,"59,012,049"
Missing,KmerC,MM5,Trinity,0.7,"21,930,527"
Missing,KmerC,CE1,Trinity,11.6,"20,345,696"
Missing,KmerC,CE2,Trinity,11.6,"19,948,493"
Missing,KmerC,CE3,Trinity,11.5,"21,276,093"
Missing,KmerC,CE4,Trinity,11.7,"23,993,704"
Missing,KmerC,CE5,Trinity,12.1,"25,110,365"
Missing,KmerC,CE6,Trinity,11.8,"22,967,010"
Missing,KmerC,DM1,Trinity,13,"8,276,228"
Missing,KmerC,DM2,Trinity,1.9,"47,552,414"
Missing,KmerC,DM3,Trinity,2,"45,807,064"
Missing,KmerC,DM4,Trinity,3.6,"29,221,598"
Missing,KmerC,DM5,Trinity,2.9,"46,936,912"
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
