Category,Kmer,Sample,Program,Score,Reads
Fragmented,KmerA,DM2,Trinity,1,"24,284,630"
Fragmented,KmerA,DM3,Trinity,1.2,"24,773,404"
Fragmented,KmerA,DM4,Trinity,0.9,"30,140,704"
Fragmented,KmerA,DM5,Trinity,1.1,"25,828,680"
Fragmented,KmerA,DM6,Trinity,1.3,"19,049,236"
Fragmented,KmerB,MM1,Trinity,0.8,"182,180,123"
Fragmented,KmerB,MM2,Trinity,0.5,"107,280,600"
Fragmented,KmerB,MM3,Trinity,0.6,"127,017,374"
Fragmented,KmerB,MM4,Trinity,30.5,"102,909,165"
Fragmented,KmerB,MM5,Trinity,1.9,"65,372,078"
Fragmented,KmerB,MM6,Trinity,27.7,"27,016,597"
Fragmented,KmerB,CE1,Trinity,3.9,"49,743,412"
Fragmented,KmerB,CE2,Trinity,3.3,"38,836,876"
Fragmented,KmerB,CE3,Trinity,17.2,"11,166,310"
Fragmented,KmerB,CE4,Trinity,5.9,"11,626,153"
Fragmented,KmerB,CE5,Trinity,2.6,"12,567,755"
Fragmented,KmerB,CE6,Trinity,12.7,"14,372,593"
Fragmented,KmerB,DM1,Trinity,0.6,"30,515,068"
Fragmented,KmerB,DM2,Trinity,1,"24,284,630"
Fragmented,KmerB,DM3,Trinity,1.1,"24,773,404"
Fragmented,KmerB,DM4,Trinity,0.8,"30,140,704"
Fragmented,KmerB,DM5,Trinity,1.1,"25,828,680"
Fragmented,KmerB,DM6,Trinity,1.3,"19,049,236"
Fragmented,KmerC,MM1,Trinity,0.9,"182,180,123"
Fragmented,KmerC,MM2,Trinity,0.5,"107,280,600"
Fragmented,KmerC,MM3,Trinity,0.7,"127,017,374"
Fragmented,KmerC,MM4,Trinity,30.3,"102,909,165"
Fragmented,KmerC,MM5,Trinity,1.8,"65,372,078"
Fragmented,KmerC,MM6,Trinity,28.1,"27,016,597"
Fragmented,KmerC,CE1,Trinity,3.9,"49,743,412"
Fragmented,KmerC,CE2,Trinity,3.3,"38,836,876"
Fragmented,KmerC,CE3,Trinity,17.2,"11,166,310"
Fragmented,KmerC,CE4,Trinity,6,"11,626,153"
Fragmented,KmerC,CE5,Trinity,2.6,"12,567,755"
Fragmented,KmerC,CE6,Trinity,12.8,"14,372,593"
Fragmented,KmerC,DM1,Trinity,0.5,"30,515,068"
Fragmented,KmerC,DM2,Trinity,1,"24,284,630"
Fragmented,KmerC,DM3,Trinity,1.1,"24,773,404"
Fragmented,KmerC,DM4,Trinity,0.9,"30,140,704"
Fragmented,KmerC,DM5,Trinity,1.1,"25,828,680"
Fragmented,KmerC,DM6,Trinity,1.3,"19,049,236"
Missing,KmerA,MM1,Trinity,0.3,"182,180,123"
Missing,KmerA,MM2,Trinity,0.3,"107,280,600"
Missing,KmerA,MM3,Trinity,0.4,"127,017,374"
Missing,KmerA,MM4,Trinity,26.3,"102,909,165"
Missing,KmerA,MM5,Trinity,0.1,"65,372,078"
Missing,KmerA,MM6,Trinity,16.5,"27,016,597"
Missing,KmerA,CE1,Trinity,14,"49,743,412"
Missing,KmerA,CE2,Trinity,14.6,"38,836,876"
Missing,KmerA,CE3,Trinity,19.3,"11,166,310"
Missing,KmerA,CE4,Trinity,14.6,"11,626,153"
Missing,KmerA,CE5,Trinity,11.7,"12,567,755"
Missing,KmerA,CE6,Trinity,17.9,"14,372,593"
Missing,KmerA,DM1,Trinity,2.2,"30,515,068"
Missing,KmerA,DM2,Trinity,2.5,"24,284,630"
Missing,KmerA,DM3,Trinity,1.9,"24,773,404"
Missing,KmerA,DM4,Trinity,2.1,"30,140,704"
Missing,KmerA,DM5,Trinity,2.3,"25,828,680"
Missing,KmerA,DM6,Trinity,2.4,"19,049,236"
Missing,KmerB,MM1,Trinity,0.3,"182,180,123"
Missing,KmerB,MM2,Trinity,0.3,"107,280,600"
Missing,KmerB,MM3,Trinity,0.3,"127,017,374"
Missing,KmerB,MM4,Trinity,26.3,"102,909,165"
Missing,KmerB,MM5,Trinity,0.1,"65,372,078"
Missing,KmerB,MM6,Trinity,16.6,"27,016,597"
Missing,KmerB,CE1,Trinity,14,"49,743,412"
Missing,KmerB,CE2,Trinity,14.6,"38,836,876"
Missing,KmerB,CE3,Trinity,19.3,"11,166,310"
Missing,KmerB,CE4,Trinity,14.6,"11,626,153"
Missing,KmerB,CE5,Trinity,11.7,"12,567,755"
Missing,KmerB,CE6,Trinity,17.9,"14,372,593"
Missing,KmerB,DM1,Trinity,2.2,"30,515,068"
Missing,KmerB,DM2,Trinity,2.4,"24,284,630"
Missing,KmerB,DM3,Trinity,1.9,"24,773,404"
Missing,KmerB,DM4,Trinity,2.1,"30,140,704"
Missing,KmerB,DM5,Trinity,2.5,"25,828,680"
Missing,KmerB,DM6,Trinity,2.3,"19,049,236"
Missing,KmerC,MM1,Trinity,0.4,"182,180,123"
Missing,KmerC,MM2,Trinity,0.6,"107,280,600"
Missing,KmerC,MM3,Trinity,0.4,"127,017,374"
Missing,KmerC,MM4,Trinity,26.3,"102,909,165"
Missing,KmerC,MM5,Trinity,0.2,"65,372,078"
Missing,KmerC,MM6,Trinity,16.6,"27,016,597"
Missing,KmerC,CE1,Trinity,14.1,"49,743,412"
Missing,KmerC,CE2,Trinity,14.6,"38,836,876"
Missing,KmerC,CE3,Trinity,19.3,"11,166,310"
Missing,KmerC,CE4,Trinity,14.7,"11,626,153"
Missing,KmerC,CE5,Trinity,11.7,"12,567,755"
Missing,KmerC,CE6,Trinity,17.9,"14,372,593"
Missing,KmerC,DM1,Trinity,2.2,"30,515,068"
Missing,KmerC,DM2,Trinity,2.4,"24,284,630"
Missing,KmerC,DM3,Trinity,2,"24,773,404"
Missing,KmerC,DM4,Trinity,2.1,"30,140,704"
Missing,KmerC,DM5,Trinity,2.3,"25,828,680"
Missing,KmerC,DM6,Trinity,2.3,"19,049,236"
